rawFxN,rawFyN,rawFzN,filteredFxN,filteredFyN,filteredFzN,forceCapN
-132.230,0.000,44.876,-3.409,0.000,1.157,15.000
-244.872,0.000,69.339,-9.811,-0.000,7.512,15.000
0.000,0.000,0.000,-0.012,0.000,0.010,15.000
0.000,0.000,0.000,-0.000,0.000,0.000,15.000
-4.406,0.014,10.636,-4.494,0.009,8.914,15.000
-40.857,0.063,161.699,-8.486,0.006,7.871,15.000
-1.677,0.000,3.104,-6.712,0.002,8.632,15.000
-110.634,-0.006,116.485,-11.374,-0.003,7.491,15.000
-5.209,0.044,34.952,-8.419,0.003,10.271,15.000
