"case","t","angle","depth","speed","FxN","FzN","workJ","meanAbsFxN","massKg","massError","kineticJ","comZ","spanX","nonfinite"
"Blade","0.100","60.0","0.150","0.000","2.0028","23.7766","0.00000","0.0000","921.599801","0.000000000","0.00847","0.19999","1.77500","0"
"Blade","0.600","60.0","0.150","0.000","-138.6411","224.8429","0.00000","0.0000","921.599801","0.000000000","0.01311","0.19987","1.77500","0"
"Blade","1.100","60.0","0.150","0.050","-132.1435","218.4563","-0.92782","185.5637","921.599801","0.000000000","0.01233","0.19979","1.77500","0"
"Blade","1.700","60.0","0.150","0.050","113.5726","-5.1788","2.38111","135.8626","921.599801","0.000000000","0.00694","0.19989","1.77500","0"
"Blade","2.300","60.0","0.150","0.050","165.7427","-17.2907","8.75831","171.2676","921.599801","0.000000000","0.00455","0.19993","1.77500","0"
"Blade","2.900","60.0","0.150","0.050","348.0612","-4.5683","16.98314","203.7602","921.599801","0.000000000","0.00605","0.20001","1.77500","0"
"Blade","3.500","60.0","0.150","0.050","385.7204","-7.6294","26.94382","234.5432","921.599801","0.000000000","0.02211","0.20013","1.77500","0"
"Blade","4.100","60.0","0.150","0.050","331.3562","-50.0283","37.23102","255.5168","921.599801","0.000000000","0.02039","0.20029","1.77500","0"
"Blade","4.700","60.0","0.150","0.050","324.9199","-49.0914","47.94218","271.9798","921.599801","0.000000000","0.01485","0.20043","1.77500","0"
"Blade","5.300","60.0","0.150","0.050","359.9136","-58.9385","59.34904","287.0843","921.599801","0.000000000","0.01407","0.20059","1.77500","0"
"Blade","5.900","60.0","0.150","0.050","454.2843","-39.0386","71.79139","302.7162","921.599801","0.000000000","0.01366","0.20074","1.77500","0"
"Blade","6.500","60.0","0.150","0.050","483.6001","-32.9431","85.10339","318.0999","921.599801","0.000000000","0.02625","0.20089","1.77500","0"
"Blade","7.100","60.0","0.150","0.050","441.8387","-74.2519","98.73718","331.5123","921.599801","0.000000000","0.02677","0.20107","1.77500","0"
"Blade","7.700","60.0","0.150","0.050","430.7145","-74.8014","112.74496","343.6389","921.599801","0.000000000","0.01990","0.20123","1.77500","0"
"Blade","8.200","60.0","0.150","0.000","356.0737","-89.1726","121.13928","351.2228","921.599801","0.000000000","0.00354","0.20133","1.77500","0"
