"rawFxN","rawFyN","rawFzN","filteredFxN","filteredFyN","filteredFzN","forceCapN"
"-132.230","0.000","44.876","-3.409","0.000","1.157","15.000"
"-69.068","-0.043","451.492","-4.528","-0.001","11.915","15.000"
"-84.431","-0.056","110.318","-6.739","-0.001","7.825","15.000"
"-189.125","-0.029","221.624","-8.736","0.000","11.869","15.000"
"-44.047","0.016","34.356","-9.394","0.004","5.225","15.000"
"-38.112","0.036","-6.524","-8.366","-0.006","0.033","15.000"
"-24.264","0.061","27.717","-9.704","0.002","6.993","15.000"
"-214.238","-1.701","76.737","-9.433","-0.198","10.076","15.000"
"-189.779","1.179","31.310","-12.341","0.104","7.329","15.000"
