"case","t","angle","depth","speed","FxN","FzN","workJ","meanAbsFxN","massKg","massError","kineticJ","comZ","spanX","nonfinite"
"Blade","0.100","30.0","0.100","0.000","-0.6539","4.9702","0.00000","0.0000","921.599801","0.000000000","0.00268","0.20000","1.77500","0"
"Blade","0.600","30.0","0.100","0.000","-40.5686","351.2406","0.00000","0.0000","921.599801","0.000000000","0.01021","0.19983","1.77500","0"
"Blade","1.100","30.0","0.100","0.050","-15.0040","410.8291","-0.20831","41.6611","921.599801","0.000000000","0.00442","0.19969","1.77500","0"
"Blade","1.700","30.0","0.100","0.050","25.3971","120.8311","1.00056","41.0683","921.599801","0.000000000","0.00524","0.19980","1.77500","0"
"Blade","2.300","30.0","0.100","0.050","52.8340","60.7086","3.11685","54.6721","921.599801","0.000000000","0.00192","0.19986","1.77500","0"
"Blade","2.900","30.0","0.100","0.050","161.7547","-27.3557","6.04721","68.2531","921.599801","0.000000000","0.00288","0.19992","1.77500","0"
"Blade","3.500","30.0","0.100","0.050","149.7536","-55.6554","9.69551","81.0588","921.599801","0.000000000","0.02206","0.20002","1.77500","0"
"Blade","4.100","30.0","0.100","0.050","102.5200","-32.0320","13.25857","88.3575","921.599801","0.000000000","0.00652","0.20011","1.77500","0"
"Blade","4.700","30.0","0.100","0.050","93.5604","-11.3104","17.10883","94.8415","921.599801","0.000000000","0.00368","0.20020","1.77500","0"
"Blade","5.300","30.0","0.100","0.050","118.6484","-26.9447","21.18610","100.5718","921.599801","0.000000000","0.00652","0.20032","1.77500","0"
"Blade","5.900","30.0","0.100","0.050","204.8029","-85.2028","25.82558","107.1936","921.599801","0.000000000","0.00790","0.20045","1.77500","0"
"Blade","6.500","30.0","0.100","0.050","183.0865","-95.7448","30.73816","113.3637","921.599801","0.000000000","0.01714","0.20057","1.77500","0"
"Blade","7.100","30.0","0.100","0.050","138.7011","-73.9230","35.48472","117.7757","921.599801","0.000000000","0.00852","0.20069","1.77500","0"
"Blade","7.700","30.0","0.100","0.050","129.3393","-46.4196","40.29744","121.5949","921.599801","0.000000000","0.00690","0.20081","1.77500","0"
"Blade","8.200","30.0","0.100","0.000","39.2504","-46.2570","43.33601","121.5913","921.599801","0.000000000","0.00095","0.20089","1.77500","0"
