"t","rpm","chain","chainForceN","torque","mass","massError","rearMass","delivered","nonfinite","carried","penetratingKg","maxPenMm","maxPenCollider"
"20.50","45.00","0.294","16.69","0.00","60000.000894","0.000000000","9769.400146","0.000000","0","0","0.000000","0.000","-1"
"21.60","45.00","0.268","35.23","0.00","60000.000894","0.000000000","9754.800145","0.000000","0","0","0.000000","0.000","-1"
"22.70","45.00","0.287","22.46","0.00","60000.000894","0.000000000","10056.400150","0.000000","0","0","0.000000","0.000","44"
"23.80","45.00","0.256","111.19","0.00","60000.000894","0.000000000","10441.000156","0.000000","0","0","0.000000","0.000","-1"
"24.90","44.75","0.245","140.42","1.94","60000.000894","0.000000000","10649.800159","0.000000","0","0","0.000000","0.206","14"
"26.00","44.59","0.246","134.08","5.52","60000.000894","0.000000000","10689.800159","0.000000","0","0","0.000000","0.083","37"
"27.10","44.48","0.256","66.14","8.40","60000.000894","0.000000000","11027.200164","0.000000","0","0","0.000000","0.040","29"
"28.20","44.83","0.255","132.48","5.12","60000.000894","0.000000000","11145.400166","0.000000","0","0","0.000000","0.172","35"
"29.30","44.86","0.243","129.14","1.18","60000.000894","0.000000000","11408.400170","0.000000","0","0","0.000000","0.162","34"
"30.40","44.42","0.234","160.16","9.61","60000.000894","0.000000000","11691.400174","0.800000","0","0","0.000000","0.000","-1"
"31.50","44.41","0.223","213.13","9.46","60000.000894","0.000000000","11985.000179","1.800000","0","0","0.000000","0.000","-1"
"32.60","44.30","0.210","221.13","8.38","60000.000894","0.000000000","12192.800182","2.400000","0","0","0.000000","0.014","2"
"33.70","44.83","0.222","197.52","5.71","60000.000894","0.000000000","12744.600190","3.800000","0","0","0.000000","0.009","43"
"34.80","44.88","0.227","176.36","2.85","60000.000894","0.000000000","13062.200195","5.600000","0","0","0.000000","0.002","43"
"35.90","44.64","0.246","129.71","4.64","60000.000894","0.000000000","13612.400203","7.000000","0","0","0.000000","0.005","38"
"37.00","44.99","0.243","136.28","0.02","60000.000894","0.000000000","14058.400209","9.600000","0","0","0.000000","0.000","-1"
"38.10","44.97","0.236","178.66","0.08","60000.000894","0.000000000","14041.800209","10.000000","0","0","0.000000","0.222","34"
"39.20","44.97","0.212","206.42","0.45","60000.000894","0.000000000","14011.000209","11.400000","0","0","0.000000","0.074","38"
"40.30","44.88","0.214","204.10","1.23","60000.000894","0.000000000","13704.200204","11.400000","0","0","0.000000","1.009","38"
"41.40","44.41","0.197","245.22","7.43","60000.000894","0.000000000","13316.800198","11.400000","0","0","0.000000","0.108","31"
"42.50","44.91","0.232","170.52","0.13","60000.000894","0.000000000","13143.600196","11.400000","0","0","0.000000","0.209","38"
"43.60","44.90","0.182","273.00","1.40","60000.000894","0.000000000","13618.800203","11.400000","0","0","0.000000","0.000","-1"
"44.70","44.75","0.175","322.46","7.54","60000.000894","0.000000000","13782.600205","11.400000","0","0","0.000000","0.053","37"
"45.80","44.99","0.237","172.46","0.20","60000.000894","0.000000000","14296.000213","11.400000","0","0","0.000000","0.013","33"
"46.90","44.97","0.202","239.54","0.33","60000.000894","0.000000000","14091.000210","11.600000","0","0","0.000000","0.726","36"
"48.00","44.66","0.201","242.05","8.46","60000.000894","0.000000000","13805.200206","11.800000","0","0","0.000000","0.998","2"
"49.10","44.49","0.204","230.42","8.11","60000.000894","0.000000000","13747.200205","11.800000","0","0","0.000000","0.073","35"
"50.20","44.55","0.234","157.79","6.59","60000.000894","0.000000000","13529.200202","14.200000","0","0","0.000000","0.000","44"
"51.30","44.52","0.236","174.42","8.30","60000.000894","0.000000000","13454.800200","14.400000","0","0","0.000000","0.096","32"
"52.40","44.97","0.174","450.44","0.76","60000.000894","0.000000000","13673.200204","14.400000","0","0","0.000000","1.000","41"
"53.50","44.90","0.181","283.36","1.18","60000.000894","0.000000000","13985.800208","14.400000","0","0","0.000000","0.000","-1"
"54.60","44.91","0.169","372.58","1.53","60000.000894","0.000000000","13990.800208","14.400000","0","0","0.000000","0.000","-1"
"55.70","44.82","0.225","184.74","3.45","60000.000894","0.000000000","13731.400205","14.400000","0","0","0.000000","0.022","14"
"56.80","44.10","0.237","137.25","17.68","60000.000894","0.000000000","13183.600196","14.400000","0","0","0.000000","1.000","41"
"57.90","44.48","0.225","245.51","11.62","60000.000894","0.000000000","13067.000195","14.400000","0","0","0.000000","0.268","36"
"59.00","44.90","0.205","294.54","3.19","60000.000894","0.000000000","13574.600202","15.600000","0","0","0.000000","0.069","39"
"60.10","45.00","0.247","83.91","0.15","60000.000894","0.000000000","13854.400206","18.200000","0","0","0.000000","0.006","47"
